Formicidae_cov,ABPV,0.017857142857142856
Formicidae_cov,AMFV,0.3010204081632653
Formicidae_cov,KBV,0.002551020408163265
Formicidae_cov,DWV,0.002551020408163265
Formicidae_cov,BQCV,0.007653061224489796
Formicidae_cov,Sinaiviruses,0.00510204081632653
Apidae2_cov,Rhabdo,0.034482758620689655
Apidae2_cov,ABPV,0.07183908045977011
Apidae2_cov,AMFV,0.3261494252873563
Apidae2_cov,KBV,0.028735632183908046
Apidae2_cov,DWV,0.5560344827586207
Apidae2_cov,BQCV,0.05747126436781609
Apidae2_cov,Sinaiviruses,0.06465517241379311
Vespidae_cov,ABPV,0.05128205128205128
Vespidae_cov,AMFV,0.8076923076923077
Vespidae_cov,KBV,0.01282051282051282
Vespidae_cov,DWV,0.01282051282051282
Halictidae_cov,AMFV,0.016666666666666666
Braconidae_cov,ABPV,0.07042253521126761
Braconidae_cov,AMFV,0.8309859154929577
Braconidae_cov,KBV,0.056338028169014086
Megachilidae_cov,AMFV,0.72
Pteromalidae_cov,ABPV,0.2127659574468085
Pteromalidae_cov,AMFV,0.7021276595744681
Pteromalidae_cov,DWV,0.06382978723404255
Cephidae_cov,ABPV,0.1
Cephidae_cov,AMFV,0.9
Cephidae_cov,KBV,0.2
Cephidae_cov,Sinaiviruses,0.8
Figitidae_cov,AMFV,0.2727272727272727
Others_cov,ABPV,0.023255813953488372
Others_cov,AMFV,0.6046511627906976
Others_cov,DWV,0.023255813953488372
Formicidae_cov,Quaranja,0.32142857142857145
Apidae2_cov,Quaranja,0.2672413793103448
Vespidae_cov,Quaranja,0.7564102564102564
Braconidae_cov,Quaranja,0.8309859154929577
Megachilidae_cov,Quaranja,0.72
Pteromalidae_cov,Quaranja,0.7021276595744681
Cephidae_cov,Quaranja,1.0
Figitidae_cov,Quaranja,0.2727272727272727
Others_cov,Quaranja,0.37209302325581395
Apidae2_cov,Thogoto,0.022988505747126436
Braconidae_cov,Thogoto,0.028169014084507043
Others_cov,Thogoto,0.023255813953488372
Formicidae_cov,Nora,0.015306122448979591
Apidae2_cov,Nora,0.0014367816091954023
Figitidae_cov,Nora,0.18181818181818182
Others_cov,Nora,0.023255813953488372
