Apidae,Formicidae,0.004747518342684506
Apidae,Vespidae,0.012084592145015106
Apidae,Braconidae,0.03366422097539922
Apidae,Megachilidae,0.022874406560207165
Apidae,Pteromalidae,0.0513595166163142
Apidae,Cephidae,0.03495899870522227
Apidae,Figitidae,0.006473888649115235
Apidae,Others,0.013810962451445835
Formicidae,Apidae,0.02416918429003021
Formicidae,Vespidae,0.01985325852395339
Formicidae,Halictidae,0.0017263703064307294
Formicidae,Braconidae,0.0440224428139836
Formicidae,Megachilidae,0.041001294777729826
Formicidae,Pteromalidae,0.041864479930945185
Formicidae,Cephidae,0.03409581355200691
Formicidae,Figitidae,0.019421665947345707
Formicidae,Others,0.025463962019853258
Vespidae,Formicidae,0.0008631851532153647
Vespidae,Braconidae,0.00043159257660768235
Vespidae,Megachilidae,0.0021579628830384117
Vespidae,Pteromalidae,0.001294777729823047
Vespidae,Cephidae,0.001294777729823047
Vespidae,Others,0.00043159257660768235
Halictidae,Cephidae,0.0008631851532153647
Braconidae,Formicidae,0.0008631851532153647
Braconidae,Apidae,0.001294777729823047
Braconidae,Vespidae,0.0017263703064307294
Braconidae,Halictidae,0.00043159257660768235
Braconidae,Megachilidae,0.0034527406128614588
Braconidae,Pteromalidae,0.0073370738023306
Braconidae,Cephidae,0.0043159257660768235
Braconidae,Figitidae,0.001294777729823047
Braconidae,Others,0.0030211480362537764
Megachilidae,Pteromalidae,0.001294777729823047
Pteromalidae,Vespidae,0.001294777729823047
Pteromalidae,Megachilidae,0.0021579628830384117
Pteromalidae,Others,0.0008631851532153647
Figitidae,Cephidae,0.00043159257660768235
Others,Formicidae,0.0056107034958998705
Others,Apidae,0.008631851532153647
Others,Vespidae,0.008631851532153647
Others,Halictidae,0.00043159257660768235
Others,Braconidae,0.01294777729823047
Others,Megachilidae,0.010358221838584376
Others,Pteromalidae,0.011652999568407424
Others,Cephidae,0.01078981441519206
Others,Figitidae,0.0043159257660768235
