Apidae,Formicidae,0.03278688524590164
Apidae,Vespidae,0.05573770491803279
Apidae,Halictidae,0.006557377049180328
Apidae,Braconidae,0.07759562841530054
Apidae,Megachilidae,0.12021857923497267
Apidae,Pteromalidae,0.17486338797814208
Apidae,Cephidae,0.12240437158469945
Apidae,Figitidae,0.03169398907103825
Apidae,Others,0.05027322404371585
Formicidae,Braconidae,0.003278688524590164
Formicidae,Pteromalidae,0.002185792349726776
Formicidae,Cephidae,0.002185792349726776
Formicidae,Figitidae,0.001092896174863388
Vespidae,Braconidae,0.002185792349726776
Halictidae,Formicidae,0.002185792349726776
Halictidae,Apidae,0.003278688524590164
Halictidae,Vespidae,0.003278688524590164
Halictidae,Braconidae,0.002185792349726776
Halictidae,Megachilidae,0.003278688524590164
Halictidae,Pteromalidae,0.003278688524590164
Halictidae,Cephidae,0.00546448087431694
Halictidae,Figitidae,0.001092896174863388
Halictidae,Others,0.003278688524590164
Braconidae,Apidae,0.001092896174863388
Braconidae,Megachilidae,0.001092896174863388
Braconidae,Pteromalidae,0.002185792349726776
Braconidae,Cephidae,0.001092896174863388
Megachilidae,Braconidae,0.001092896174863388
Megachilidae,Pteromalidae,0.002185792349726776
Figitidae,Pteromalidae,0.002185792349726776
Others,Apidae,0.002185792349726776
Others,Vespidae,0.001092896174863388
Others,Braconidae,0.003278688524590164
Others,Megachilidae,0.009836065573770493
Others,Pteromalidae,0.009836065573770493
Others,Cephidae,0.006557377049180328
